date	close	company
3-Jan-05	44.52	AMZN
4-Jan-05	42.139999	AMZN
5-Jan-05	41.77	AMZN
6-Jan-05	41.049999	AMZN
7-Jan-05	42.32	AMZN
10-Jan-05	41.84	AMZN
11-Jan-05	41.639999	AMZN
12-Jan-05	42.299999	AMZN
13-Jan-05	42.599998	AMZN
14-Jan-05	44.549999	AMZN
18-Jan-05	44.580002	AMZN
19-Jan-05	43.959999	AMZN
20-Jan-05	42.360001	AMZN
21-Jan-05	41.16	AMZN
24-Jan-05	40.380001	AMZN
25-Jan-05	40.939999	AMZN
26-Jan-05	41.34	AMZN
27-Jan-05	42.310001	AMZN
28-Jan-05	42.220001	AMZN
31-Jan-05	43.220001	AMZN
1-Feb-05	42.48	AMZN
2-Feb-05	41.880001	AMZN
3-Feb-05	35.75	AMZN
4-Feb-05	35.720001	AMZN
7-Feb-05	35.689999	AMZN
8-Feb-05	36.299999	AMZN
9-Feb-05	35.889999	AMZN
10-Feb-05	35.779999	AMZN
11-Feb-05	35.779999	AMZN
14-Feb-05	36.029999	AMZN
15-Feb-05	36.139999	AMZN
16-Feb-05	35.66	AMZN
17-Feb-05	35.689999	AMZN
18-Feb-05	35.310001	AMZN
22-Feb-05	34.720001	AMZN
23-Feb-05	34.139999	AMZN
24-Feb-05	34.689999	AMZN
25-Feb-05	34.990002	AMZN
28-Feb-05	35.18	AMZN
1-Mar-05	35.389999	AMZN
2-Mar-05	35.5	AMZN
3-Mar-05	35.650002	AMZN
4-Mar-05	35.849998	AMZN
7-Mar-05	36.32	AMZN
8-Mar-05	35.830002	AMZN
9-Mar-05	35.400002	AMZN
10-Mar-05	34.91	AMZN
11-Mar-05	34.75	AMZN
14-Mar-05	34.599998	AMZN
15-Mar-05	34.18	AMZN
16-Mar-05	33.869999	AMZN
17-Mar-05	33.970001	AMZN
18-Mar-05	34.16	AMZN
21-Mar-05	33.669998	AMZN
22-Mar-05	33.150002	AMZN
23-Mar-05	33.18	AMZN
24-Mar-05	32.880001	AMZN
28-Mar-05	33.389999	AMZN
29-Mar-05	33.43	AMZN
30-Mar-05	34.32	AMZN
31-Mar-05	34.27	AMZN
1-Apr-05	34.009998	AMZN
4-Apr-05	35	AMZN
5-Apr-05	35.279999	AMZN
6-Apr-05	34.82	AMZN
7-Apr-05	34.900002	AMZN
8-Apr-05	34.599998	AMZN
11-Apr-05	34.599998	AMZN
12-Apr-05	34.630001	AMZN
13-Apr-05	34.299999	AMZN
14-Apr-05	33.970001	AMZN
15-Apr-05	33.02	AMZN
18-Apr-05	33	AMZN
19-Apr-05	32.779999	AMZN
20-Apr-05	33.25	AMZN
21-Apr-05	33.73	AMZN
22-Apr-05	33.040001	AMZN
25-Apr-05	33.529999	AMZN
26-Apr-05	32.709999	AMZN
27-Apr-05	31.719999	AMZN
28-Apr-05	32.52	AMZN
29-Apr-05	32.360001	AMZN
2-May-05	33.099998	AMZN
3-May-05	33.209999	AMZN
4-May-05	33.959999	AMZN
5-May-05	33.959999	AMZN
6-May-05	34.52	AMZN
9-May-05	34.639999	AMZN
10-May-05	34.23	AMZN
11-May-05	33.82	AMZN
12-May-05	33.849998	AMZN
13-May-05	33.900002	AMZN
16-May-05	34.540001	AMZN
17-May-05	34.73	AMZN
18-May-05	35.330002	AMZN
19-May-05	35.59	AMZN
20-May-05	35.5	AMZN
23-May-05	35.68	AMZN
24-May-05	35.540001	AMZN
25-May-05	35.25	AMZN
26-May-05	35.450001	AMZN
27-May-05	35.5	AMZN
31-May-05	35.509998	AMZN
1-Jun-05	36.5	AMZN
2-Jun-05	36.41	AMZN
3-Jun-05	35.59	AMZN
6-Jun-05	35.77	AMZN
7-Jun-05	35.349998	AMZN
8-Jun-05	34.830002	AMZN
9-Jun-05	35.200001	AMZN
10-Jun-05	34.950001	AMZN
13-Jun-05	34.869999	AMZN
14-Jun-05	35.040001	AMZN
15-Jun-05	35.240002	AMZN
16-Jun-05	35.580002	AMZN
17-Jun-05	35.310001	AMZN
20-Jun-05	35.689999	AMZN
21-Jun-05	35.380001	AMZN
22-Jun-05	35.220001	AMZN
23-Jun-05	35.43	AMZN
24-Jun-05	35.02	AMZN
27-Jun-05	34.5	AMZN
28-Jun-05	33.709999	AMZN
29-Jun-05	33.349998	AMZN
30-Jun-05	33.09	AMZN
1-Jul-05	32.91	AMZN
5-Jul-05	34.080002	AMZN
6-Jul-05	34.060001	AMZN
7-Jul-05	33.959999	AMZN
8-Jul-05	34.740002	AMZN
11-Jul-05	35.59	AMZN
12-Jul-05	36.310001	AMZN
13-Jul-05	36.509998	AMZN
14-Jul-05	37.189999	AMZN
15-Jul-05	37.150002	AMZN
18-Jul-05	37.189999	AMZN
19-Jul-05	38.169998	AMZN
20-Jul-05	38.169998	AMZN
21-Jul-05	37.950001	AMZN
22-Jul-05	37.950001	AMZN
25-Jul-05	37.950001	AMZN
26-Jul-05	37.740002	AMZN
27-Jul-05	43.650002	AMZN
28-Jul-05	45.68	AMZN
29-Jul-05	45.150002	AMZN
1-Aug-05	44.93	AMZN
2-Aug-05	46.509998	AMZN
3-Aug-05	46.110001	AMZN
4-Aug-05	45.459999	AMZN
5-Aug-05	45.27	AMZN
8-Aug-05	45.66	AMZN
9-Aug-05	45.93	AMZN
10-Aug-05	44.759998	AMZN
11-Aug-05	45.209999	AMZN
12-Aug-05	44.200001	AMZN
15-Aug-05	45.040001	AMZN
16-Aug-05	44.27	AMZN
17-Aug-05	44.119999	AMZN
18-Aug-05	43.73	AMZN
19-Aug-05	43.720001	AMZN
22-Aug-05	43.77	AMZN
23-Aug-05	43.419998	AMZN
24-Aug-05	42.369999	AMZN
25-Aug-05	42.310001	AMZN
26-Aug-05	42.369999	AMZN
29-Aug-05	42.790001	AMZN
30-Aug-05	42.490002	AMZN
31-Aug-05	42.700001	AMZN
1-Sep-05	41.84	AMZN
2-Sep-05	41.509998	AMZN
6-Sep-05	43.619999	AMZN
7-Sep-05	43.73	AMZN
8-Sep-05	42.959999	AMZN
9-Sep-05	42.950001	AMZN
12-Sep-05	44.5	AMZN
13-Sep-05	43.93	AMZN
14-Sep-05	43.099998	AMZN
15-Sep-05	42.709999	AMZN
16-Sep-05	42.799999	AMZN
19-Sep-05	42.75	AMZN
20-Sep-05	41.869999	AMZN
21-Sep-05	41.25	AMZN
22-Sep-05	42.080002	AMZN
23-Sep-05	42.189999	AMZN
26-Sep-05	43.34	AMZN
27-Sep-05	43.16	AMZN
28-Sep-05	43.369999	AMZN
29-Sep-05	44.790001	AMZN
30-Sep-05	45.299999	AMZN
3-Oct-05	46.009998	AMZN
4-Oct-05	44.93	AMZN
5-Oct-05	44.490002	AMZN
6-Oct-05	44.009998	AMZN
7-Oct-05	43.720001	AMZN
10-Oct-05	43.759998	AMZN
11-Oct-05	43.400002	AMZN
12-Oct-05	42.549999	AMZN
13-Oct-05	42.619999	AMZN
14-Oct-05	43.790001	AMZN
17-Oct-05	45.02	AMZN
18-Oct-05	44.650002	AMZN
19-Oct-05	45.860001	AMZN
20-Oct-05	45.009998	AMZN
21-Oct-05	45.950001	AMZN
24-Oct-05	46.93	AMZN
25-Oct-05	46.169998	AMZN
26-Oct-05	39.75	AMZN
27-Oct-05	39.060001	AMZN
28-Oct-05	38.950001	AMZN
31-Oct-05	39.860001	AMZN
1-Nov-05	40.369999	AMZN
2-Nov-05	40.75	AMZN
3-Nov-05	41.560001	AMZN
4-Nov-05	41.09	AMZN
7-Nov-05	41.389999	AMZN
8-Nov-05	41.950001	AMZN
9-Nov-05	41.400002	AMZN
10-Nov-05	42.18	AMZN
11-Nov-05	42.68	AMZN
14-Nov-05	42.529999	AMZN
15-Nov-05	44.450001	AMZN
16-Nov-05	45.299999	AMZN
17-Nov-05	46.740002	AMZN
18-Nov-05	47.98	AMZN
21-Nov-05	47.990002	AMZN
22-Nov-05	48.849998	AMZN
23-Nov-05	48.240002	AMZN
25-Nov-05	48.060001	AMZN
28-Nov-05	48.349998	AMZN
29-Nov-05	48.549999	AMZN
30-Nov-05	48.459999	AMZN
1-Dec-05	49	AMZN
2-Dec-05	49.060001	AMZN
5-Dec-05	48.830002	AMZN
6-Dec-05	49.259998	AMZN
7-Dec-05	48.830002	AMZN
8-Dec-05	48.349998	AMZN
9-Dec-05	48.740002	AMZN
12-Dec-05	49.07	AMZN
13-Dec-05	49.5	AMZN
14-Dec-05	49.41	AMZN
15-Dec-05	49.48	AMZN
16-Dec-05	49.209999	AMZN
19-Dec-05	48.369999	AMZN
20-Dec-05	48.139999	AMZN
21-Dec-05	48.970001	AMZN
22-Dec-05	49.220001	AMZN
23-Dec-05	49.220001	AMZN
27-Dec-05	48.560001	AMZN
28-Dec-05	48.060001	AMZN
29-Dec-05	47.990002	AMZN
30-Dec-05	47.150002	AMZN
3-Jan-06	47.580002	AMZN
4-Jan-06	47.25	AMZN
5-Jan-06	47.650002	AMZN
6-Jan-06	47.869999	AMZN
9-Jan-06	47.080002	AMZN
10-Jan-06	45.650002	AMZN
11-Jan-06	44.93	AMZN
12-Jan-06	44.360001	AMZN
13-Jan-06	44.400002	AMZN
17-Jan-06	44	AMZN
18-Jan-06	44.32	AMZN
19-Jan-06	44.450001	AMZN
20-Jan-06	43.919998	AMZN
23-Jan-06	43.73	AMZN
24-Jan-06	44.02	AMZN
25-Jan-06	43.599998	AMZN
26-Jan-06	44.68	AMZN
27-Jan-06	45.220001	AMZN
30-Jan-06	44.959999	AMZN
31-Jan-06	44.82	AMZN
1-Feb-06	43.98	AMZN
2-Feb-06	42.740002	AMZN
3-Feb-06	38.330002	AMZN
6-Feb-06	37.950001	AMZN
7-Feb-06	37.52	AMZN
8-Feb-06	38.169998	AMZN
9-Feb-06	37.990002	AMZN
10-Feb-06	38.52	AMZN
13-Feb-06	37.860001	AMZN
14-Feb-06	38.25	AMZN
15-Feb-06	39.259998	AMZN
16-Feb-06	39.150002	AMZN
17-Feb-06	39.189999	AMZN
21-Feb-06	38.290001	AMZN
22-Feb-06	38.720001	AMZN
23-Feb-06	37.900002	AMZN
24-Feb-06	38.349998	AMZN
27-Feb-06	38.009998	AMZN
28-Feb-06	37.439999	AMZN
1-Mar-06	37.119999	AMZN
2-Mar-06	36.880001	AMZN
3-Mar-06	37.209999	AMZN
6-Mar-06	36.860001	AMZN
7-Mar-06	36.93	AMZN
8-Mar-06	36.810001	AMZN
9-Mar-06	36.119999	AMZN
10-Mar-06	36.220001	AMZN
13-Mar-06	36.189999	AMZN
14-Mar-06	36.91	AMZN
15-Mar-06	36.889999	AMZN
16-Mar-06	36.77	AMZN
17-Mar-06	35.990002	AMZN
20-Mar-06	36.23	AMZN
21-Mar-06	35.919998	AMZN
22-Mar-06	36	AMZN
23-Mar-06	35.68	AMZN
24-Mar-06	35.470001	AMZN
27-Mar-06	35.25	AMZN
28-Mar-06	35.689999	AMZN
29-Mar-06	36.32	AMZN
30-Mar-06	36.669998	AMZN
31-Mar-06	36.529999	AMZN
3-Apr-06	36.139999	AMZN
4-Apr-06	36.77	AMZN
5-Apr-06	37.34	AMZN
6-Apr-06	38.509998	AMZN
7-Apr-06	37.09	AMZN
10-Apr-06	36.610001	AMZN
11-Apr-06	36.060001	AMZN
12-Apr-06	36.130001	AMZN
13-Apr-06	36.619999	AMZN
17-Apr-06	35.27	AMZN
18-Apr-06	36.279999	AMZN
19-Apr-06	36.889999	AMZN
20-Apr-06	36.34	AMZN
21-Apr-06	36.029999	AMZN
24-Apr-06	35.790001	AMZN
25-Apr-06	35.549999	AMZN
26-Apr-06	35.790001	AMZN
27-Apr-06	35.740002	AMZN
28-Apr-06	35.209999	AMZN
1-May-06	34.59	AMZN
2-May-06	34.380001	AMZN
3-May-06	33.959999	AMZN
4-May-06	34.470001	AMZN
5-May-06	35.040001	AMZN
8-May-06	34.689999	AMZN
9-May-06	34.84	AMZN
10-May-06	34.16	AMZN
11-May-06	33.529999	AMZN
12-May-06	32.73	AMZN
15-May-06	32.779999	AMZN
16-May-06	32.759998	AMZN
17-May-06	31.610001	AMZN
18-May-06	32.610001	AMZN
19-May-06	33.939999	AMZN
22-May-06	34.830002	AMZN
23-May-06	33.759998	AMZN
24-May-06	35.189999	AMZN
25-May-06	35.630001	AMZN
26-May-06	36.07	AMZN
30-May-06	34.639999	AMZN
31-May-06	34.610001	AMZN
1-Jun-06	35.07	AMZN
2-Jun-06	34.759998	AMZN
5-Jun-06	33.490002	AMZN
6-Jun-06	33.41	AMZN
7-Jun-06	33.77	AMZN
8-Jun-06	33.549999	AMZN
9-Jun-06	33.779999	AMZN
12-Jun-06	33.599998	AMZN
13-Jun-06	33.470001	AMZN
14-Jun-06	33.68	AMZN
15-Jun-06	34.959999	AMZN
16-Jun-06	35.09	AMZN
19-Jun-06	35.07	AMZN
20-Jun-06	35.48	AMZN
21-Jun-06	36.650002	AMZN
22-Jun-06	36.369999	AMZN
