date	close	company
3-Jan-05	10729.42969	DJIA
4-Jan-05	10630.78027	DJIA
5-Jan-05	10597.83008	DJIA
6-Jan-05	10622.87988	DJIA
7-Jan-05	10603.95996	DJIA
10-Jan-05	10621.03027	DJIA
11-Jan-05	10556.21973	DJIA
12-Jan-05	10617.78027	DJIA
13-Jan-05	10505.83008	DJIA
14-Jan-05	10558	DJIA
18-Jan-05	10628.79004	DJIA
19-Jan-05	10539.96973	DJIA
20-Jan-05	10471.46973	DJIA
21-Jan-05	10392.99023	DJIA
24-Jan-05	10368.61035	DJIA
25-Jan-05	10461.55957	DJIA
26-Jan-05	10498.58984	DJIA
27-Jan-05	10467.40039	DJIA
28-Jan-05	10427.2002	DJIA
31-Jan-05	10489.94043	DJIA
1-Feb-05	10551.94043	DJIA
2-Feb-05	10596.79004	DJIA
3-Feb-05	10593.09961	DJIA
4-Feb-05	10716.12988	DJIA
7-Feb-05	10715.75977	DJIA
8-Feb-05	10724.62988	DJIA
9-Feb-05	10664.11035	DJIA
10-Feb-05	10749.61035	DJIA
11-Feb-05	10796.00977	DJIA
14-Feb-05	10791.12988	DJIA
15-Feb-05	10837.32031	DJIA
16-Feb-05	10834.87988	DJIA
17-Feb-05	10754.25977	DJIA
18-Feb-05	10785.21973	DJIA
22-Feb-05	10611.2002	DJIA
23-Feb-05	10673.79004	DJIA
24-Feb-05	10748.79004	DJIA
25-Feb-05	10841.59961	DJIA
28-Feb-05	10766.23047	DJIA
1-Mar-05	10830	DJIA
2-Mar-05	10811.96973	DJIA
3-Mar-05	10833.03027	DJIA
4-Mar-05	10940.54981	DJIA
7-Mar-05	10936.86035	DJIA
8-Mar-05	10912.62012	DJIA
9-Mar-05	10805.62012	DJIA
10-Mar-05	10851.50977	DJIA
11-Mar-05	10774.36035	DJIA
14-Mar-05	10804.50977	DJIA
15-Mar-05	10745.09961	DJIA
16-Mar-05	10633.07031	DJIA
17-Mar-05	10626.34961	DJIA
18-Mar-05	10629.66992	DJIA
21-Mar-05	10565.38965	DJIA
22-Mar-05	10470.50977	DJIA
23-Mar-05	10456.01953	DJIA
24-Mar-05	10442.87012	DJIA
28-Mar-05	10485.65039	DJIA
29-Mar-05	10405.7002	DJIA
30-Mar-05	10540.92969	DJIA
31-Mar-05	10503.75977	DJIA
1-Apr-05	10404.29981	DJIA
4-Apr-05	10421.13965	DJIA
5-Apr-05	10458.45996	DJIA
6-Apr-05	10486.01953	DJIA
7-Apr-05	10546.32031	DJIA
8-Apr-05	10461.33984	DJIA
11-Apr-05	10448.55957	DJIA
12-Apr-05	10507.96973	DJIA
13-Apr-05	10403.92969	DJIA
14-Apr-05	10278.75	DJIA
15-Apr-05	10087.50977	DJIA
18-Apr-05	10071.25	DJIA
19-Apr-05	10127.41016	DJIA
20-Apr-05	10012.36035	DJIA
21-Apr-05	10218.59961	DJIA
22-Apr-05	10157.70996	DJIA
25-Apr-05	10242.46973	DJIA
26-Apr-05	10151.12988	DJIA
27-Apr-05	10198.79981	DJIA
28-Apr-05	10070.37012	DJIA
29-Apr-05	10192.50977	DJIA
2-May-05	10251.7002	DJIA
3-May-05	10256.9502	DJIA
4-May-05	10384.63965	DJIA
5-May-05	10340.37988	DJIA
6-May-05	10345.40039	DJIA
9-May-05	10384.33984	DJIA
10-May-05	10281.11035	DJIA
11-May-05	10300.25	DJIA
12-May-05	10189.48047	DJIA
13-May-05	10140.12012	DJIA
16-May-05	10252.29004	DJIA
17-May-05	10331.87988	DJIA
18-May-05	10464.4502	DJIA
19-May-05	10493.19043	DJIA
20-May-05	10471.91016	DJIA
23-May-05	10523.55957	DJIA
24-May-05	10503.67969	DJIA
25-May-05	10457.79981	DJIA
