date	close	company
03-Jan-05	61.689999	ADBE
4-Jan-05	60.060001	ADBE
5-Jan-05	59.73	ADBE
6-Jan-05	58.740002	ADBE
7-Jan-05	58.779999	ADBE
10-Jan-05	58.82	ADBE
11-Jan-05	58.119999	ADBE
12-Jan-05	58.98	ADBE
13-Jan-05	58.220001	ADBE
14-Jan-05	58.23	ADBE
18-Jan-05	58.380001	ADBE
19-Jan-05	57.880001	ADBE
20-Jan-05	58.07	ADBE
21-Jan-05	57.07	ADBE
24-Jan-05	55.389999	ADBE
25-Jan-05	55.580002	ADBE
26-Jan-05	56.009998	ADBE
27-Jan-05	56.169998	ADBE
28-Jan-05	55.48	ADBE
31-Jan-05	56.900002	ADBE
1-Feb-05	57.900002	ADBE
2-Feb-05	62.290001	ADBE
3-Feb-05	63.419998	ADBE
4-Feb-05	63.990002	ADBE
7-Feb-05	63.52	ADBE
8-Feb-05	63.700001	ADBE
9-Feb-05	62.59	ADBE
10-Feb-05	62.68	ADBE
11-Feb-05	63.700001	ADBE
14-Feb-05	63.470001	ADBE
15-Feb-05	64.910004	ADBE
16-Feb-05	64.599998	ADBE
17-Feb-05	63.07	ADBE
18-Feb-05	62.830002	ADBE
22-Feb-05	61.509998	ADBE
23-Feb-05	61.75	ADBE
24-Feb-05	61.389999	ADBE
25-Feb-05	61.43	ADBE
28-Feb-05	61.75	ADBE
1-Mar-05	62.34	ADBE
2-Mar-05	62.349998	ADBE
3-Mar-05	62.349998	ADBE
4-Mar-05	63.77	ADBE
7-Mar-05	65.07	ADBE
8-Mar-05	64.949997	ADBE
9-Mar-05	64.510002	ADBE
10-Mar-05	65.309998	ADBE
11-Mar-05	64.419998	ADBE
14-Mar-05	65.339996	ADBE
15-Mar-05	64.540001	ADBE
16-Mar-05	63.189999	ADBE
17-Mar-05	63.889999	ADBE
18-Mar-05	67.809998	ADBE
21-Mar-05	66.699997	ADBE
22-Mar-05	66.360001	ADBE
23-Mar-05	66.269997	ADBE
24-Mar-05	66.540001	ADBE
28-Mar-05	67.110001	ADBE
29-Mar-05	66.220001	ADBE
30-Mar-05	67.730003	ADBE
31-Mar-05	67.169998	ADBE
1-Apr-05	66.760002	ADBE
4-Apr-05	66.580002	ADBE
5-Apr-05	66.849998	ADBE
6-Apr-05	68.099998	ADBE
7-Apr-05	68.389999	ADBE
8-Apr-05	67.260002	ADBE
11-Apr-05	66.800003	ADBE
12-Apr-05	66.900002	ADBE
13-Apr-05	65.07	ADBE
14-Apr-05	63.48	ADBE
15-Apr-05	60.66	ADBE
18-Apr-05	54.77	ADBE
19-Apr-05	58.099998	ADBE
20-Apr-05	57.25	ADBE
21-Apr-05	59.540001	ADBE
22-Apr-05	60.290001	ADBE
25-Apr-05	60.040001	ADBE
26-Apr-05	59.119999	ADBE
